decade,lg,tp,len_bucket,ocrqa_bucket,n
1870,lb,ad,>=800,0.6-0.7,1
1870,lb,article,400-600,0.6-0.7,43
1870,lb,article,400-600,0.7-0.8,110
1870,lb,article,600-800,0.6-0.7,51
1870,de,article,600-800,<0.5,1525
1870,lb,article,200-400,0.5-0.6,10
1870,de,article,400-600,<0.5,2650
1870,de,article,<200,<0.5,1586
1870,lb,article,200-400,0.6-0.7,33
1870,de,article,200-400,NA,4969
1870,de,article,600-800,0.5-0.6,1331
1870,lb,article,<200,0.6-0.7,9
1870,lb,article,400-600,>=0.8,24
1880,lb,article,>=800,0.5-0.6,141
1880,de,article,200-400,0.7-0.8,7113
1880,de,article,200-400,>=0.8,6971
1880,de,article,200-400,0.6-0.7,6249
1880,de,article,>=800,>=0.8,66907
1880,de,ad,200-400,>=0.8,1023
1880,de,ad,400-600,0.7-0.8,1522
1880,de,article,600-800,>=0.8,3413
1880,de,article,400-600,>=0.8,4504
1880,de,article,>=800,0.6-0.7,14557
1880,de,article,200-400,0.5-0.6,3561
1880,de,article,>=800,<0.5,14692
1880,de,ad,>=800,>=0.8,555
1880,de,ad,400-600,>=0.8,590
1880,de,article,>=800,0.7-0.8,37368
1880,lb,article,>=800,0.6-0.7,545
1880,lb,article,>=800,0.7-0.8,284
1880,de,article,200-400,<0.5,4643
1880,de,article,400-600,<0.5,3607
1880,de,article,<200,<0.5,2928
1880,de,article,600-800,0.5-0.6,1038
1880,de,ad,<200,NA,3024
1880,lb,article,200-400,0.7-0.8,114
1880,lb,article,200-400,>=0.8,57
1880,lb,article,200-400,0.6-0.7,45
1880,lb,article,<200,0.7-0.8,28
1880,lb,article,400-600,0.7-0.8,121
1880,lb,article,600-800,0.7-0.8,87
1880,de,ad,<200,0.7-0.8,812
1880,de,article,600-800,<0.5,2144
1880,lb,article,400-600,0.6-0.7,43
1880,de,article,600-800,0.7-0.8,2728
1880,lb,article,400-600,0.5-0.6,9
1880,de,ad,200-400,0.6-0.7,1896
1880,de,article,<200,NA,23163
1880,de,article,>=800,0.5-0.6,5047
1880,de,ad,600-800,>=0.8,304
1880,lb,article,600-800,0.6-0.7,40
1880,lb,article,400-600,>=0.8,28
1880,lb,article,200-400,0.5-0.6,16
1880,lb,ad,600-800,0.6-0.7,2
1880,de,ad,<200,>=0.8,646
1880,de,article,400-600,0.5-0.6,1972
1880,de,article,400-600,0.6-0.7,3729
1880,de,article,400-600,0.7-0.8,4361
1880,de,ad,200-400,0.7-0.8,1939
1880,lb,article,600-800,0.5-0.6,5
1880,de,ad,600-800,0.6-0.7,1464
1880,lb,article,<200,>=0.8,28
1840,de,article,200-400,>=0.8,1744
1900,de,article,>=800,>=0.8,73848
1900,de,article,>=800,0.7-0.8,59876
1900,de,article,600-800,0.7-0.8,3068
1900,de,ad,<200,NA,7108
1900,de,article,<200,0.6-0.7,1374
1900,de,ad,200-400,0.7-0.8,3126
1900,de,ad,400-600,0.6-0.7,3834
1900,de,ad,600-800,<0.5,3554
1900,de,ad,>=800,0.6-0.7,23557
1900,de,ad,<200,0.7-0.8,1230
1900,de,ad,>=800,<0.5,41133
1900,de,ad,600-800,0.6-0.7,3068
1900,de,article,600-800,>=0.8,4753
1900,de,ad,>=800,0.5-0.6,30908
1900,de,article,200-400,>=0.8,7350
1900,de,ad,600-800,0.7-0.8,1641
1900,de,ad,<200,0.6-0.7,1430
1900,de,ad,>=800,0.7-0.8,5950
1900,de,article,<200,>=0.8,3375
1900,de,article,<200,NA,8889
1900,de,ad,200-400,0.5-0.6,3382
1900,de,ad,<200,0.5-0.6,1760
1900,de,ad,200-400,>=0.8,1336
1900,de,article,>=800,<0.5,22545
1900,lb,article,>=800,0.7-0.8,194
1900,de,ad,200-400,0.6-0.7,4033
1900,de,ad,<200,>=0.8,890
1900,de,article,600-800,0.5-0.6,703
1900,de,article,400-600,0.6-0.7,2401
1900,de,article,>=800,0.6-0.7,26459
1900,de,article,400-600,>=0.8,5437
1900,de,ad,400-600,>=0.8,701
1900,it,article,>=800,NA,636
1900,it,article,600-800,NA,36
1900,it,article,<200,NA,18
1900,de,ad,600-800,0.5-0.6,2877
1900,de,article,>=800,0.5-0.6,7105
1900,de,ad,400-600,0.7-0.8,2914
1900,it,article,400-600,NA,27
1900,de,article,400-600,0.7-0.8,3894
1900,de,ad,>=800,>=0.8,725
1900,lb,article,400-600,0.7-0.8,69
1900,de,ad,600-800,>=0.8,324
1900,lb,article,600-800,>=0.8,7
1900,lb,article,600-800,0.7-0.8,43
1900,lb,article,600-800,0.6-0.7,25
1900,lb,article,400-600,0.6-0.7,20
1900,lb,article,>=800,0.6-0.7,269
1900,de,ad,<200,<0.5,3377
1900,de,ad,400-600,<0.5,4196
1900,de,article,400-600,<0.5,4941
1900,de,ad,>=800,NA,1418
1900,de,article,<200,0.5-0.6,2113
1900,de,article,400-600,0.5-0.6,1113
1900,lb,article,<200,0.6-0.7,67
1900,de,article,600-800,<0.5,3171
1910,de,ad,>=800,0.7-0.8,8293
1910,de,ad,600-800,0.6-0.7,3843
1910,de,ad,<200,NA,11824
1910,de,article,>=800,>=0.8,131214
1910,de,article,<200,>=0.8,11767
1910,de,article,600-800,>=0.8,19260
1910,de,article,200-400,>=0.8,34887
1910,de,article,>=800,0.7-0.8,86776
1910,de,ad,400-600,0.7-0.8,3191
1910,de,article,200-400,0.6-0.7,7492
1910,de,article,600-800,0.7-0.8,9017
1910,de,article,<200,NA,16225
1910,de,ad,600-800,>=0.8,853
1910,de,ad,<200,0.6-0.7,3058
1910,de,ad,400-600,0.6-0.7,4999
1910,de,article,400-600,>=0.8,26620
1910,de,article,200-400,0.7-0.8,15720
1910,de,ad,600-800,0.7-0.8,2135
1910,de,ad,200-400,0.7-0.8,4371
1910,de,article,400-600,0.7-0.8,12294
1910,de,ad,<200,>=0.8,2178
1910,de,ad,200-400,0.6-0.7,6042
1910,de,article,>=800,0.6-0.7,40473
1910,de,ad,200-400,0.5-0.6,5551
1910,de,ad,600-800,0.5-0.6,3423
1910,lb,article,200-400,0.7-0.8,44
1910,lb,article,<200,0.7-0.8,41
1910,de,article,>=800,0.5-0.6,15070
1910,de,article,600-800,0.6-0.7,4515
1910,de,article,400-600,0.5-0.6,2727
1910,de,ad,400-600,0.5-0.6,4323
1910,lb,article,>=800,0.6-0.7,198
1910,de,ad,>=800,>=0.8,2071
1910,de,ad,400-600,>=0.8,1344
1910,de,ad,200-400,>=0.8,2233
1910,de,ad,<200,0.7-0.8,2915
1910,de,article,<200,0.7-0.8,5447
1910,de,article,600-800,0.5-0.6,1967
1910,de,ad,400-600,<0.5,4579
1910,de,article,400-600,0.6-0.7,6283
1910,de,article,<200,<0.5,3527
1910,de,ad,>=800,NA,1529
1910,de,ad,>=800,<0.5,26771
1910,it,article,400-600,NA,69
1910,de,article,<200,0.5-0.6,1759
1910,de,article,200-400,0.5-0.6,3126
1910,de,ad,600-800,<0.5,3302
1910,lb,article,>=800,0.7-0.8,242
1910,de,article,200-400,NA,650
1910,de,article,600-800,NA,220
1910,de,article,>=800,NA,1580
1910,lb,ad,<200,0.6-0.7,34
1910,lb,ad,200-400,0.7-0.8,10
1910,lb,ad,<200,0.7-0.8,23
1910,de,article,>=800,<0.5,30214
1910,de,article,600-800,<0.5,3761
1910,de,article,200-400,<0.5,7289
1910,lb,article,600-800,0.7-0.8,18
1910,de,ad,200-400,NA,918
1910,lb,article,400-600,0.7-0.8,26
1910,lb,article,200-400,0.6-0.7,23
1910,de,article,400-600,NA,384
1920,de,article,>=800,0.6-0.7,69599
1920,de,ad,400-600,>=0.8,2537
1920,lb,article,>=800,0.7-0.8,823
1920,de,article,>=800,0.5-0.6,24790
1920,de,ad,600-800,>=0.8,1382
1920,de,article,600-800,0.6-0.7,8733
1920,de,article,<200,0.6-0.7,7455
1920,de,article,200-400,0.5-0.6,7775
1920,lb,ad,200-400,0.7-0.8,73
1920,de,ad,>=800,NA,2626
1920,it,article,>=800,NA,157
1920,de,article,600-800,0.5-0.6,3394
1920,de,ad,600-800,NA,340
1920,lb,ad,400-600,0.6-0.7,26
1920,lb,article,<200,0.7-0.8,236
1920,de,article,400-600,0.5-0.6,4949
1920,lb,ad,>=800,0.6-0.7,36
1920,lb,ad,400-600,0.7-0.8,37
1860,de,ad,>=800,<0.5,6208
1860,de,ad,600-800,0.6-0.7,684
1860,de,ad,400-600,0.5-0.6,655
1860,de,ad,>=800,0.5-0.6,5068
1860,de,ad,>=800,0.6-0.7,5048
1860,de,ad,600-800,0.5-0.6,464
1860,de,ad,400-600,<0.5,693
1860,de,ad,200-400,0.7-0.8,980
1860,de,ad,400-600,0.6-0.7,881
1860,de,ad,200-400,0.5-0.6,898
1860,de,ad,200-400,0.6-0.7,1158
1860,de,ad,<200,<0.5,595
1860,de,ad,200-400,<0.5,838
1860,de,ad,<200,0.6-0.7,588
1860,de,article,200-400,<0.5,798
1860,de,article,400-600,>=0.8,3309
1860,de,article,>=800,0.6-0.7,15939
1860,de,ad,600-800,<0.5,567
1860,de,ad,<200,0.5-0.6,525
1860,de,ad,<200,>=0.8,367
1860,de,article,600-800,0.6-0.7,1985
1860,de,ad,200-400,>=0.8,409
1860,de,ad,600-800,0.7-0.8,600
1860,de,article,600-800,<0.5,423
1860,de,article,400-600,<0.5,468
1860,de,ad,400-600,0.7-0.8,742
1860,de,ad,<200,0.7-0.8,489
1860,de,article,400-600,0.5-0.6,887
1870,de,ad,>=800,<0.5,12230
1870,de,ad,200-400,0.5-0.6,1725
1870,de,ad,600-800,0.5-0.6,1099
1870,de,ad,<200,<0.5,2090
1870,de,ad,400-600,0.5-0.6,1170
1870,de,ad,600-800,<0.5,1727
1870,de,ad,200-400,<0.5,2743
1870,lb,article,200-400,<0.5,4
1870,lb,article,<200,<0.5,4
1870,de,ad,400-600,<0.5,2115
1940,de,article,200-400,>=0.8,47910
1940,de,ad,<200,NA,35516
1940,de,article,200-400,<0.5,2439
1940,de,article,<200,NA,78331
1940,de,article,>=800,NA,6118
1940,de,article,200-400,NA,2278
1940,la,article,>=800,NA,77
1950,de,article,>=800,>=0.8,236767
1950,de,article,>=800,0.5-0.6,3766
1950,de,article,200-400,>=0.8,27635
1950,de,article,600-800,>=0.8,16759
1950,de,article,>=800,0.6-0.7,9472
1950,de,article,>=800,NA,4531
1950,de,article,>=800,0.7-0.8,18406
1950,fr,article,>=800,0.6-0.7,22765
1950,de,article,400-600,>=0.8,19263
1950,de,article,<200,NA,103167
1950,fr,article,>=800,0.7-0.8,94695
1950,la,article,>=800,NA,84
1950,de,article,200-400,0.7-0.8,18240
1950,de,article,600-800,0.7-0.8,5907
1950,de,article,<200,>=0.8,20193
1950,de,article,<200,0.7-0.8,13928
1950,de,article,>=800,<0.5,698
1950,fr,article,>=800,<0.5,2922
1950,de,article,<200,0.6-0.7,8384
1950,fr,article,>=800,0.5-0.6,1472
1950,de,article,400-600,0.7-0.8,9135
1950,de,article,400-600,0.6-0.7,6348
1950,fr,article,>=800,>=0.8,627142
1950,fr,article,400-600,>=0.8,96104
1950,de,ad,<200,0.7-0.8,6307
1950,fr,article,200-400,0.6-0.7,3179
1950,fr,article,200-400,0.7-0.8,16645
1960,de,article,>=800,>=0.8,253487
1960,de,article,600-800,0.7-0.8,7062
1960,de,article,600-800,>=0.8,24377
1960,fr,article,>=800,0.6-0.7,28038
1960,de,article,>=800,0.7-0.8,26170
1960,de,article,400-600,>=0.8,31695
1960,de,article,>=800,0.6-0.7,11328
1960,de,article,<200,>=0.8,22337
1960,de,article,>=800,NA,4892
1960,de,article,200-400,0.7-0.8,19907
1960,de,article,<200,0.6-0.7,8544
1960,fr,article,>=800,0.5-0.6,2122
1960,de,article,200-400,>=0.8,38863
1960,de,article,400-600,0.7-0.8,11046
1960,fr,article,>=800,0.7-0.8,135484
1960,de,article,200-400,0.6-0.7,15261
1960,de,article,400-600,0.6-0.7,7836
1960,de,article,400-600,NA,3226
1960,de,article,<200,0.7-0.8,13720
1960,fr,article,400-600,0.7-0.8,16300
1960,fr,article,200-400,0.7-0.8,19385
1960,de,article,200-400,0.5-0.6,7209
1960,fr,article,>=800,>=0.8,906148
1960,fr,article,200-400,>=0.8,154644
1960,fr,ad,200-400,0.6-0.7,13353
1960,de,article,600-800,NA,937
1960,de,article,600-800,0.6-0.7,4234
1960,de,article,<200,NA,141356
1960,de,article,400-600,0.5-0.6,3554
1960,de,article,>=800,0.5-0.6,5009
1960,fr,ad,>=800,0.7-0.8,41875
1960,fr,article,>=800,<0.5,676
1960,fr,article,400-600,0.6-0.7,2749
1960,fr,article,200-400,0.6-0.7,4118
1960,fr,article,600-800,0.6-0.7,2056
1970,de,article,200-400,0.7-0.8,17379
1970,fr,article,>=800,0.6-0.7,27660
1970,de,article,>=800,>=0.8,293599
1970,de,article,>=800,0.7-0.8,45199
1970,fr,article,>=800,0.7-0.8,151150
1970,de,article,200-400,0.6-0.7,9627
1970,de,article,400-600,>=0.8,41183
1970,fr,article,>=800,0.5-0.6,2751
1970,de,article,400-600,0.7-0.8,11987
1890,de,article,>=800,0.6-0.7,12883
1890,de,article,200-400,<0.5,6909
1890,de,article,>=800,0.7-0.8,38842
1890,de,article,>=800,>=0.8,66753
1890,de,article,600-800,>=0.8,2977
1890,de,ad,<200,NA,4933
1890,de,ad,200-400,0.5-0.6,2298
1890,de,ad,600-800,0.5-0.6,1645
1890,de,ad,<200,>=0.8,686
1890,de,ad,<200,0.6-0.7,1342
1890,de,article,>=800,0.5-0.6,4135
1890,de,ad,<200,<0.5,3211
1890,de,ad,>=800,<0.5,23526
1890,de,ad,200-400,0.7-0.8,2781
1890,de,ad,400-600,0.7-0.8,1651
1890,de,article,400-600,>=0.8,3670
1890,de,ad,<200,0.5-0.6,1676
1890,de,article,400-600,0.6-0.7,2411
1890,de,article,<200,NA,12560
1890,de,ad,600-800,0.6-0.7,2057
1890,de,ad,600-800,0.7-0.8,1391
1890,de,article,400-600,0.7-0.8,3390
1890,de,article,600-800,0.7-0.8,2302
1890,de,article,600-800,0.5-0.6,660
1890,de,ad,>=800,0.7-0.8,5478
1890,de,article,200-400,>=0.8,5025
1890,de,article,<200,>=0.8,3004
1890,de,ad,200-400,>=0.8,1459
1890,de,article,200-400,0.5-0.6,1844
1890,de,ad,<200,0.7-0.8,1125
1890,de,article,200-400,0.7-0.8,4698
1890,de,ad,400-600,>=0.8,711
1890,de,article,400-600,0.5-0.6,1197
1890,de,ad,200-400,<0.5,4522
1890,de,ad,400-600,<0.5,2703
1890,de,article,400-600,<0.5,4698
1890,de,article,600-800,<0.5,2684
1890,de,article,<200,0.5-0.6,1696
1890,de,ad,>=800,>=0.8,595
1890,de,article,>=800,<0.5,17084
1890,de,ad,200-400,NA,208
1890,de,article,<200,<0.5,3272
1900,de,article,200-400,0.5-0.6,2151
1900,de,ad,400-600,NA,286
1900,de,article,200-400,<0.5,8795
1900,lb,ad,400-600,0.6-0.7,1
1900,sv,ad,<200,NA,1
1900,de,article,>=800,NA,2382
1900,de,ad,200-400,NA,347
1900,de,article,<200,<0.5,5182
1900,de,article,600-800,NA,230
1900,de,ad,600-800,NA,211
1900,it,ad,200-400,NA,35
1900,de,article,200-400,NA,299
1900,de,article,400-600,NA,265
1910,de,article,400-600,<0.5,5166
1910,de,ad,600-800,NA,227
1910,de,ad,400-600,NA,429
1910,lb,ad,200-400,<0.5,9
1910,lb,article,>=800,0.5-0.6,105
1910,lb,article,400-600,0.6-0.7,19
1910,lb,article,600-800,0.6-0.7,24
1840,de,article,>=800,>=0.8,12527
1840,de,article,200-400,0.6-0.7,515
1840,de,article,>=800,0.6-0.7,6853
1840,de,article,400-600,>=0.8,1505
1840,de,article,200-400,0.7-0.8,1125
1840,de,article,600-800,>=0.8,1112
1840,de,article,400-600,0.7-0.8,838
1840,de,article,600-800,0.7-0.8,816
1840,fr,article,400-600,<0.5,6
1840,de,article,<200,0.7-0.8,481
1840,de,article,>=800,0.5-0.6,1726
1850,de,article,400-600,0.7-0.8,1824
1850,de,article,>=800,0.5-0.6,8385
1850,de,article,600-800,0.7-0.8,1861
1850,de,article,>=800,0.6-0.7,14802
1850,de,article,200-400,0.6-0.7,1808
1850,de,article,<200,0.6-0.7,975
1850,fr,article,200-400,<0.5,76
1850,de,article,>=800,<0.5,2798
1850,de,ad,<200,0.7-0.8,70
1850,de,article,600-800,0.6-0.7,1399
1850,fr,article,600-800,<0.5,94
1850,fr,article,<200,<0.5,20
1850,de,article,600-800,>=0.8,1942
1850,de,article,<200,0.5-0.6,596
1860,de,article,400-600,0.7-0.8,3590
1860,de,article,600-800,>=0.8,2752
1860,de,article,200-400,>=0.8,4051
1860,de,article,>=800,0.7-0.8,36910
1860,de,article,>=800,0.5-0.6,5807
1860,de,article,<200,0.7-0.8,2056
1860,de,article,600-800,0.7-0.8,3252
1860,de,ad,>=800,0.7-0.8,3043
1860,fr,article,200-400,<0.5,73
1860,fr,article,600-800,<0.5,76
1860,de,article,>=800,NA,5930
1860,de,article,<200,NA,14606
1860,de,ad,<200,NA,4704
1860,de,ad,>=800,>=0.8,284
1860,de,ad,400-600,>=0.8,230
1860,de,ad,600-800,>=0.8,146
1870,de,article,>=800,NA,8734
1930,lb,article,200-400,0.6-0.7,101
1930,lb,article,400-600,0.6-0.7,39
1930,lb,article,200-400,0.7-0.8,311
1930,lb,article,>=800,0.5-0.6,77
1930,lb,article,>=800,0.6-0.7,133
1930,lb,article,600-800,0.6-0.7,47
1930,lb,article,>=800,0.7-0.8,361
1930,lb,ad,>=800,0.6-0.7,46
1930,lb,ad,>=800,0.5-0.6,15
1930,lb,article,<200,NA,725
1930,lb,article,<200,0.7-0.8,311
1930,lb,article,400-600,0.5-0.6,36
1930,lb,ad,200-400,0.6-0.7,136
1930,lb,ad,<200,NA,231
1930,lb,article,<200,0.6-0.7,73
1930,lb,ad,200-400,0.5-0.6,86
1930,lb,ad,600-800,0.5-0.6,14
1930,lb,ad,200-400,<0.5,53
1930,lb,article,200-400,>=0.8,1053
1890,lb,article,>=800,<0.5,50
1890,it,article,400-600,NA,5
1890,de,ad,400-600,NA,163
1890,de,article,>=800,NA,2459
1840,de,ad,>=800,<0.5,449
1840,lb,article,>=800,0.6-0.7,16
1840,lb,article,>=800,0.5-0.6,3
1840,de,ad,>=800,0.7-0.8,237
1840,lb,article,>=800,0.7-0.8,13
1840,de,ad,200-400,<0.5,47
1840,de,ad,<200,<0.5,27
1850,lb,article,<200,0.7-0.8,1
1850,de,ad,200-400,<0.5,94
1850,de,ad,400-600,<0.5,218
1850,de,ad,<200,<0.5,38
1850,de,ad,200-400,0.5-0.6,86
1850,de,ad,600-800,<0.5,136
1850,lb,ad,<200,0.6-0.7,2
1850,lb,article,>=800,0.6-0.7,6
1850,lb,article,200-400,>=0.8,2
1850,de,ad,>=800,0.7-0.8,1136
1850,lb,article,>=800,0.5-0.6,7
1850,lb,article,600-800,0.7-0.8,1
1850,de,article,600-800,0.5-0.6,739
1850,lb,article,>=800,>=0.8,1
1850,de,ad,400-600,0.6-0.7,128
1850,de,ad,400-600,0.7-0.8,160
1850,de,article,400-600,<0.5,313
1850,de,article,600-800,<0.5,226
1850,de,ad,>=800,0.5-0.6,630
1850,de,ad,<200,0.5-0.6,33
1850,de,ad,400-600,0.5-0.6,108
1850,de,ad,600-800,0.6-0.7,163
1850,de,ad,200-400,0.7-0.8,185
1850,de,ad,200-400,>=0.8,92
1850,de,article,200-400,<0.5,428
1850,de,article,400-600,0.5-0.6,994
1850,de,ad,200-400,0.6-0.7,153
1850,de,ad,>=800,0.6-0.7,1585
1850,lb,article,200-400,0.7-0.8,1
1850,lb,article,200-400,0.6-0.7,13
1850,de,ad,<200,>=0.8,53
1860,de,article,>=800,<0.5,4347
1860,de,article,400-600,0.6-0.7,2392
1860,lb,ad,200-400,0.5-0.6,1
1860,de,article,<200,0.5-0.6,895
1860,de,article,600-800,0.5-0.6,809
1860,lb,article,>=800,0.6-0.7,94
1860,lb,ad,<200,0.7-0.8,1
1920,de,article,600-800,NA,512
1890,lb,article,>=800,0.7-0.8,330
1890,lb,article,>=800,0.6-0.7,474
1890,lb,article,>=800,0.5-0.6,125
1890,lb,article,400-600,0.6-0.7,58
1890,lb,article,200-400,0.6-0.7,89
1890,lb,article,600-800,0.6-0.7,38
1890,lb,article,400-600,0.7-0.8,208
1890,lb,article,200-400,0.7-0.8,372
1890,lb,article,600-800,>=0.8,15
1890,lb,article,200-400,>=0.8,257
1890,lb,article,<200,0.7-0.8,131
1890,lb,article,600-800,0.7-0.8,114
1890,lb,article,<200,0.6-0.7,43
1890,lb,article,>=800,>=0.8,18
1890,lb,article,<200,>=0.8,145
1890,lb,article,400-600,>=0.8,50
1890,lb,article,200-400,0.5-0.6,25
1890,lb,ad,200-400,0.5-0.6,5
1890,lb,article,400-600,0.5-0.6,16
1890,lb,article,600-800,0.5-0.6,12
1890,lb,ad,<200,0.6-0.7,4
1890,lb,article,<200,0.5-0.6,7
1890,lb,article,400-600,<0.5,33
1890,lb,ad,600-800,0.6-0.7,1
1890,lb,ad,>=800,0.5-0.6,8
1890,lb,ad,>=800,<0.5,18
1890,lb,article,<200,<0.5,3
1890,lb,ad,600-800,0.5-0.6,2
1900,lb,article,200-400,>=0.8,320
1900,lb,article,200-400,0.7-0.8,375
1900,lb,article,<200,0.7-0.8,292
1900,lb,article,200-400,0.6-0.7,73
1900,lb,article,<200,0.5-0.6,20
1900,lb,article,400-600,>=0.8,15
1900,lb,article,>=800,0.5-0.6,65
1900,lb,article,>=800,>=0.8,7
1900,lb,article,<200,<0.5,9
1900,lb,ad,>=800,<0.5,4
1900,lb,ad,>=800,0.5-0.6,2
1900,lb,ad,400-600,0.5-0.6,1
1900,lb,ad,>=800,0.6-0.7,4
1930,de,article,400-600,0.5-0.6,3985
1930,lb,article,>=800,>=0.8,129
1930,de,article,400-600,<0.5,2445
1930,lb,article,600-800,>=0.8,88
1930,lb,article,400-600,0.7-0.8,166
1930,lb,article,400-600,>=0.8,200
1930,de,article,200-400,<0.5,3034
1930,lb,ad,200-400,0.7-0.8,256
1930,lb,article,600-800,0.7-0.8,86
1930,lb,ad,600-800,0.7-0.8,27
1930,lb,ad,<200,>=0.8,270
1930,lb,ad,400-600,>=0.8,54
1940,lb,article,>=800,0.7-0.8,8874
1940,lb,article,<200,>=0.8,1202
1940,lb,article,>=800,>=0.8,1817
1940,lb,article,200-400,0.7-0.8,2373
1940,lb,article,200-400,0.6-0.7,815
1940,lb,article,<200,0.6-0.7,232
1880,de,ad,<200,0.6-0.7,800
1880,lb,ad,>=800,<0.5,9
1880,de,ad,400-600,0.6-0.7,1739
1880,de,article,600-800,0.6-0.7,2250
1880,de,ad,200-400,0.5-0.6,1297
1880,de,article,<200,0.5-0.6,2976
1880,de,ad,400-600,0.5-0.6,1150
1880,de,ad,<200,0.5-0.6,769
1880,de,ad,<200,<0.5,1759
1880,de,ad,>=800,<0.5,14789
1880,lb,article,<200,0.5-0.6,5
1880,de,ad,400-600,<0.5,1923
1880,lb,article,400-600,<0.5,25
1880,lb,article,<200,<0.5,2
1880,lb,article,200-400,<0.5,26
1880,de,ad,600-800,0.5-0.6,988
1880,lb,article,>=800,<0.5,37
1880,lb,article,<200,0.6-0.7,15
1880,de,ad,400-600,NA,402
1890,de,ad,600-800,NA,100
1890,lb,article,200-400,<0.5,9
1890,lb,article,600-800,<0.5,10
1890,lb,ad,200-400,<0.5,22
1910,en,ad,<200,NA,21
1910,en,ad,400-600,0.7-0.8,22
1910,en,ad,>=800,0.6-0.7,13
1910,en,article,200-400,0.7-0.8,8
1910,en,article,<200,NA,25
1910,en,ad,600-800,0.7-0.8,7
1910,en,ad,200-400,>=0.8,94
1910,en,ad,600-800,0.6-0.7,4
1910,en,ad,200-400,0.6-0.7,10
1910,en,article,>=800,0.5-0.6,1
1910,en,article,200-400,NA,4
1910,en,ad,400-600,0.6-0.7,3
1910,en,article,>=800,NA,3
1910,en,article,>=800,<0.5,1
1910,en,article,400-600,NA,2
1910,en,ad,200-400,0.7-0.8,28
1910,en,ad,600-800,>=0.8,11
1910,en,article,600-800,NA,1
1840,de,article,600-800,0.5-0.6,68
1840,de,ad,<200,NA,856
1840,de,article,<200,NA,4116
1840,de,article,400-600,0.6-0.7,365
1840,de,article,<200,0.6-0.7,298
1840,de,article,600-800,<0.5,22
1840,de,article,600-800,0.6-0.7,355
1840,de,article,200-400,0.5-0.6,154
1840,de,article,<200,<0.5,67
1840,de,article,200-400,<0.5,64
1840,de,ad,200-400,NA,10
1840,de,article,>=800,NA,81
1840,de,article,<200,0.5-0.6,186
1840,de,article,200-400,NA,117
1840,de,article,400-600,<0.5,18
1840,de,article,400-600,0.5-0.6,99
1840,de,article,400-600,NA,93
1840,de,article,600-800,NA,62
1840,de,ad,<200,0.7-0.8,50
1840,de,ad,600-800,0.6-0.7,11
1840,de,ad,600-800,>=0.8,45
1840,de,ad,400-600,<0.5,30
1990,de,article,>=800,>=0.8,185059
1990,fr,article,>=800,0.7-0.8,47565
1990,fr,article,>=800,0.6-0.7,12133
1990,de,article,200-400,0.7-0.8,10382
1990,de,ad,>=800,>=0.8,3727
1990,lb,article,>=800,0.7-0.8,115
1990,lb,article,>=800,0.6-0.7,15
1990,lb,article,400-600,0.7-0.8,4
1990,de,article,>=800,0.6-0.7,8117
1990,fr,article,<200,>=0.8,66215
1990,fr,article,>=800,0.5-0.6,2962
1990,fr,article,>=800,>=0.8,1150429
1990,fr,article,400-600,0.6-0.7,1584
1990,de,article,400-600,0.5-0.6,874
1990,fr,article,>=800,<0.5,1938
1990,fr,article,200-400,0.7-0.8,10121
1990,en,article,200-400,0.7-0.8,19
1990,fr,article,<200,0.6-0.7,3426
1990,lb,article,<200,0.6-0.7,2
1990,de,article,600-800,>=0.8,21818
1990,de,article,400-600,>=0.8,23392
1990,de,article,200-400,0.5-0.6,1900
1990,de,article,200-400,>=0.8,25048
1990,de,article,400-600,0.6-0.7,3346
1990,de,article,<200,0.7-0.8,5707
1990,de,article,200-400,0.6-0.7,5044
1990,fr,article,600-800,0.6-0.7,822
1990,de,article,<200,0.5-0.6,1837
1990,de,article,<200,>=0.8,10050
1990,fr,article,400-600,0.7-0.8,6967
1990,de,article,<200,0.6-0.7,3425
1990,de,article,>=800,0.7-0.8,38252
1990,de,article,400-600,0.7-0.8,8732
1990,de,article,600-800,0.7-0.8,6395
1990,fr,article,600-800,>=0.8,100047
1990,de,ad,<200,NA,16675
1990,de,ad,>=800,0.6-0.7,8903
1990,fr,ad,400-600,0.7-0.8,19713
1990,lb,article,<200,>=0.8,29
1990,lb,article,600-800,0.7-0.8,5
1990,de,article,200-400,<0.5,621
1990,lb,article,200-400,>=0.8,83
1990,lb,article,400-600,>=0.8,104
1990,fr,ad,<200,0.6-0.7,10736
1990,fr,ad,600-800,0.6-0.7,1807
1990,fr,article,200-400,0.5-0.6,621
1990,de,ad,>=800,0.7-0.8,4939
1990,fr,article,200-400,0.6-0.7,2102
1990,lb,article,>=800,>=0.8,439
1990,de,article,<200,NA,102729
1990,de,ad,200-400,0.7-0.8,4844
1990,de,article,>=800,0.5-0.6,1286
1990,fr,article,400-600,0.5-0.6,612
1990,de,article,>=800,NA,6656
1990,de,article,600-800,0.6-0.7,2295
1990,de,ad,>=800,0.5-0.6,2660
1990,fr,article,<200,0.7-0.8,9910
1990,lb,article,<200,0.5-0.6,1
1990,fr,ad,400-600,0.5-0.6,406
1990,fr,ad,>=800,0.7-0.8,29045
1940,lb,article,400-600,>=0.8,1462
1940,lb,article,>=800,0.6-0.7,5560
1940,lb,article,400-600,0.7-0.8,2031
1940,lb,article,>=800,0.5-0.6,988
1940,lb,ad,>=800,0.6-0.7,481
1940,lb,ad,600-800,0.6-0.7,113
